storage_class,file_size_mb,upload_time_mean_s_single_put,upload_time_mean_s_multipart,time_improvement_pct,upload_throughput_mbps_single_put,upload_throughput_mbps_multipart,throughput_improvement_pct
GLACIER_IR,100.0,1.280329942703247,6.324241399765015,-393.95,78.10486708516966,15.812173141226967,-79.76
GLACIER_IR,1000.0,9.028902769088743,59.302228013674416,-556.8,110.75542904544164,16.86277284167825,-84.77
INTELLIGENT_TIERING,100.0,1.8273442188898723,3.13010307153066,-71.29,54.72422708664648,31.947829740666887,-41.62
INTELLIGENT_TIERING,1000.0,9.252711335817972,31.630210717519123,-241.85,108.0764290277728,31.61534423310455,-70.75
STANDARD,100.0,1.2838200330734253,3.2389665842056274,-152.29,77.89253744592465,30.87404497707268,-60.36
STANDARD,1000.0,9.657583793004354,32.11037166913351,-232.49,103.5455680668666,31.142585651266767,-69.92
